"BehaviorSpace results (NetLogo 5.3)"
"Flocking.nlogo"
"experiment"
"02/10/2016 23:22:21:473 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","max-separate-turn","population","max-align-turn","max-cohere-turn","vision","minimum-separation","[step]","count turtles with [any? flockmates]","mean [count flockmates] of turtles","mean [min [distance myself] of other turtles] of turtles","standard-deviation [heading] of turtles"
"8","1.5","300","5","3","3","1","147","291","4.973333333333334","1.2691316736210827","118.72541829526571"
"6","1.5","300","5","3","3","1","287","293","6.586666666666667","1.1955016654765318","152.6599637125449"
"5","1.5","300","5","3","3","1","287","296","6.166666666666667","1.235241033671128","32.81736684969863"
"7","1.5","300","5","3","3","1","276","296","5.96","1.1576073060998189","54.259502975319535"
"8","1.5","300","5","3","3","1","148","288","5.1466666666666665","1.2874759673278957","114.41856754498406"
"6","1.5","300","5","3","3","1","288","293","6.453333333333333","1.2012888395517396","151.7230015142153"
"5","1.5","300","5","3","3","1","288","296","6.113333333333333","1.2312018751454104","32.62362504189286"
"7","1.5","300","5","3","3","1","277","296","6.2","1.1427319690265423","54.143820280258204"
"8","1.5","300","5","3","3","1","149","290","5.18","1.2920480469733797","109.43330918517415"
"6","1.5","300","5","3","3","1","289","293","6.38","1.2004656915416285","153.47892344185567"
"5","1.5","300","5","3","3","1","289","296","6.033333333333333","1.216460103643722","32.5928744103669"
"7","1.5","300","5","3","3","1","278","295","6.253333333333333","1.1670864112397425","54.3063938052159"
"8","1.5","300","5","3","3","1","150","291","5.1066666666666665","1.3163068309229582","107.48865922136571"
"6","1.5","300","5","3","3","1","290","294","6.273333333333333","1.1896950782151894","151.90111759641815"
"5","1.5","300","5","3","3","1","290","296","5.98","1.1997603672700696","32.582637716974226"
"7","1.5","300","5","3","3","1","279","295","6.24","1.1844303519491526","54.56225178295229"
"8","1.5","300","5","3","3","1","151","292","5","1.3285755066791518","106.8673966788841"
"6","1.5","300","5","3","3","1","291","294","6.273333333333333","1.1893499523858917","151.14193413828565"
"5","1.5","300","5","3","3","1","291","297","5.973333333333334","1.1951995147800683","32.564934829789095"
"7","1.5","300","5","3","3","1","280","294","6.04","1.185603796172889","53.57675440217443"
"6","1.5","300","5","3","3","1","292","294","6.293333333333333","1.1994165209152727","152.56944991244026"
"8","1.5","300","5","3","3","1","152","289","4.8933333333333335","1.3225468016159831","110.65032042909694"
"5","1.5","300","5","3","3","1","292","297","6.033333333333333","1.1947097242806086","32.78492042257122"
"6","1.5","300","5","3","3","1","293","295","6.206666666666667","1.185545847470636","150.32127031768"
"8","1.5","300","5","3","3","1","153","290","5.033333333333333","1.29368007730629","114.82367352106793"
"7","1.5","300","5","3","3","1","281","294","5.886666666666667","1.171325527806194","53.11343830616009"
"5","1.5","300","5","3","3","1","293","298","6.1066666666666665","1.2108299093596857","33.08296132002719"
"6","1.5","300","5","3","3","1","294","297","6.213333333333333","1.1680581468619422","151.8262684438454"
"8","1.5","300","5","3","3","1","154","290","5.193333333333333","1.2720305234010496","112.90849181750094"
"5","1.5","300","5","3","3","1","294","298","6.1466666666666665","1.2095112024300996","33.260040511080746"
"7","1.5","300","5","3","3","1","282","295","5.786666666666667","1.1481292680520372","52.9130329471658"
"8","1.5","300","5","3","3","1","155","291","5.32","1.2907921228076784","110.88316625149622"
"5","1.5","300","5","3","3","1","295","298","6.18","1.211496880973918","33.443951254835675"
"6","1.5","300","5","3","3","1","295","297","6.22","1.17427159521425","152.61733947271614"
"7","1.5","300","5","3","3","1","283","296","5.76","1.1343309872148397","53.868228432545536"
"8","1.5","300","5","3","3","1","156","291","5.28","1.2947088502181634","112.93150911622092"
"5","1.5","300","5","3","3","1","296","297","6.266666666666667","1.1960748329353061","33.35799961007476"
"6","1.5","300","5","3","3","1","296","296","6.246666666666667","1.1724974736606923","155.54725225855577"
"7","1.5","300","5","3","3","1","284","298","5.753333333333333","1.1468787692215172","53.52343368544544"
"8","1.5","300","5","3","3","1","157","289","5.286666666666667","1.2893421017407136","109.86987776112744"
"5","1.5","300","5","3","3","1","297","297","6.34","1.1929204128543354","33.44200161311259"
"7","1.5","300","5","3","3","1","285","297","5.8","1.157485130125949","53.26869908984884"
"6","1.5","300","5","3","3","1","297","296","6.206666666666667","1.1809464920261505","156.2456527106306"
"5","1.5","300","5","3","3","1","298","297","6.433333333333334","1.1913504533456967","33.69588136239383"
"7","1.5","300","5","3","3","1","286","297","5.753333333333333","1.140475984094899","52.9868151649679"
"8","1.5","300","5","3","3","1","158","288","5.3533333333333335","1.2992751516135095","112.1750571051318"
"6","1.5","300","5","3","3","1","298","296","6.14","1.1833734907672984","156.52771453022214"
"5","1.5","300","5","3","3","1","299","297","6.466666666666667","1.1860899989968423","29.820616457799233"
"7","1.5","300","5","3","3","1","287","297","5.766666666666667","1.1260575455326105","52.704919637509654"
"6","1.5","300","5","3","3","1","299","296","6.086666666666667","1.1827434394203993","157.0999948856562"
"8","1.5","300","5","3","3","1","159","289","5.553333333333334","1.2914052041252042","111.59523473848547"
"5","1.5","300","5","3","3","1","300","296","6.546666666666667","1.1711567727696621","29.73523406679135"
"7","1.5","300","5","3","3","1","288","297","5.78","1.1287526105216321","52.61197192203526"
"6","1.5","300","5","3","3","1","300","295","6.133333333333334","1.1845115981408663","157.92006548637883"
"8","1.5","300","5","3","3","1","160","290","5.76","1.2862300636615127","109.85578079902109"
"5","1.5","300","5","3","3","1","301","296","6.546666666666667","1.1524559560182663","29.68448678327682"
"7","1.5","300","5","3","3","1","289","297","5.846666666666667","1.1354441896837484","52.493432230492594"
"6","1.5","300","5","3","3","1","301","295","6.193333333333333","1.1807130227385232","158.19201888715557"
"8","1.5","300","5","3","3","1","161","290","5.833333333333333","1.2588730718707362","104.73916252524657"
"5","1.5","300","5","3","3","1","302","296","6.506666666666667","1.1532742853729228","29.673000107149957"
"7","1.5","300","5","3","3","1","290","297","5.866666666666666","1.1253182422352515","52.55823619256541"
"6","1.5","300","5","3","3","1","302","295","6.233333333333333","1.1592023589019067","157.2271993299184"
"8","1.5","300","5","3","3","1","162","290","5.8933333333333335","1.2496487182429004","109.56160686668179"
"5","1.5","300","5","3","3","1","303","296","6.573333333333333","1.1559647952452083","29.744784409531043"
"6","1.5","300","5","3","3","1","303","295","6.213333333333333","1.126611134859552","158.7611505830882"
"7","1.5","300","5","3","3","1","291","297","5.933333333333334","1.0911829833443558","52.19093335954917"
"8","1.5","300","5","3","3","1","163","290","5.906666666666666","1.2457653452248045","108.60047341433607"
"5","1.5","300","5","3","3","1","304","298","6.613333333333333","1.1396449310575831","30.081646747185516"
"6","1.5","300","5","3","3","1","304","296","6.24","1.1145684725961253","156.84262548506007"
"7","1.5","300","5","3","3","1","292","296","6.066666666666666","1.0728572714231486","52.33671309552514"
"8","1.5","300","5","3","3","1","164","289","5.9","1.264389377728246","110.85633394970729"
"5","1.5","300","5","3","3","1","305","298","6.573333333333333","1.1259638956822722","29.998946297708706"
"7","1.5","300","5","3","3","1","293","295","6.206666666666667","1.0624941698454604","50.2884564968998"
"6","1.5","300","5","3","3","1","305","296","6.293333333333333","1.1060301084740216","155.6946315154445"
"8","1.5","300","5","3","3","1","165","289","5.86","1.2548646161728996","110.9206492827778"
"5","1.5","300","5","3","3","1","306","297","6.62","1.1136690543865293","29.843682099703166"
"7","1.5","300","5","3","3","1","294","297","6.293333333333333","1.0626272547021391","50.0801525273555"
"6","1.5","300","5","3","3","1","306","296","6.32","1.1053894884388256","157.9924001189338"
"8","1.5","300","5","3","3","1","166","288","5.806666666666667","1.255137503840047","108.86289067492463"
"5","1.5","300","5","3","3","1","307","297","6.706666666666667","1.1265008079209473","29.701896999048003"
"7","1.5","300","5","3","3","1","295","297","6.46","1.0763375262885821","50.01504799779561"
"6","1.5","300","5","3","3","1","307","297","6.406666666666666","1.10153657936942","158.10619038127086"
"8","1.5","300","5","3","3","1","167","287","5.693333333333333","1.261904236694515","106.72647415956904"
"5","1.5","300","5","3","3","1","308","296","6.746666666666667","1.154829976083004","29.5357164213125"
"7","1.5","300","5","3","3","1","296","299","6.526666666666666","1.0814540338956353","50.32228839550322"
"6","1.5","300","5","3","3","1","308","297","6.5","1.0879942966730913","158.34023085515588"
"8","1.5","300","5","3","3","1","168","288","5.54","1.2661787659734924","105.87850278518145"
"5","1.5","300","5","3","3","1","309","296","6.8133333333333335","1.1591028670080088","29.64107826242252"
"6","1.5","300","5","3","3","1","309","297","6.66","1.0828947526478496","159.77581433720317"
"7","1.5","300","5","3","3","1","297","299","6.5","1.0964038485540102","48.30861210324485"
"8","1.5","300","5","3","3","1","169","293","5.3533333333333335","1.269543861132456","105.15409050682081"
"5","1.5","300","5","3","3","1","310","296","6.84","1.1511127967504284","29.909787549845614"
"6","1.5","300","5","3","3","1","310","297","6.713333333333333","1.072316623123694","156.25948314999735"
"7","1.5","300","5","3","3","1","298","299","6.433333333333334","1.1042264118469776","48.696649281360195"
"8","1.5","300","5","3","3","1","170","291","5.233333333333333","1.2794386482575615","98.90275565093069"
"5","1.5","300","5","3","3","1","311","295","6.8933333333333335","1.1287295180051877","24.955912292526605"
"6","1.5","300","5","3","3","1","311","297","6.68","1.065715866131942","155.76097675066103"
"7","1.5","300","5","3","3","1","299","298","6.32","1.1148736238329149","49.51201795683571"
"8","1.5","300","5","3","3","1","171","292","5.18","1.2660989668213087","104.92066061877105"
"5","1.5","300","5","3","3","1","312","295","6.96","1.1062865926564294","24.835222045586995"
"6","1.5","300","5","3","3","1","312","298","6.573333333333333","1.06882084932453","156.08273049935872"
"7","1.5","300","5","3","3","1","300","295","6.06","1.1547840539720844","49.56826847607729"
"8","1.5","300","5","3","3","1","172","292","5.153333333333333","1.2466603884399523","104.59691061380275"
"5","1.5","300","5","3","3","1","313","294","7.1","1.1059464052123071","24.896378497861942"
"6","1.5","300","5","3","3","1","313","298","6.666666666666667","1.0813156118089986","156.57858700766334"
"7","1.5","300","5","3","3","1","301","295","5.933333333333334","1.1653880557060494","50.28439370081723"
"8","1.5","300","5","3","3","1","173","293","5.193333333333333","1.2445469644800302","105.75596463183757"
"6","1.5","300","5","3","3","1","314","297","6.8133333333333335","1.074753394631525","154.2493891618705"
"7","1.5","300","5","3","3","1","302","296","5.873333333333333","1.1643314731957142","49.620994582497175"
"8","1.5","300","5","3","3","1","174","295","5.28","1.2203208313083806","104.28484854781308"
"6","1.5","300","5","3","3","1","315","297","7.02","1.0587912423346182","152.62578581827415"
"7","1.5","300","5","3","3","1","303","294","5.793333333333333","1.1551147666268242","50.15495802326177"
"5","1.5","300","5","3","3","1","314","295","7.133333333333334","1.1139753439725344","24.96833550274"
"6","1.5","300","5","3","3","1","316","297","7.093333333333334","1.0545879556819733","151.97482601346152"
"7","1.5","300","5","3","3","1","304","295","5.913333333333333","1.138704459140767","48.614661572786076"
"5","1.5","300","5","3","3","1","315","295","7.24","1.114179428981922","25.141888268304243"
"8","1.5","300","5","3","3","1","175","295","5.386666666666667","1.203984625231229","103.02444185882725"
"6","1.5","300","5","3","3","1","317","297","7.166666666666667","1.0551025403708147","150.9241676813743"
"7","1.5","300","5","3","3","1","305","296","6.1","1.1094331553561771","47.41698946527018"
"5","1.5","300","5","3","3","1","316","295","7.166666666666667","1.1026723842142923","25.048657461538653"
"8","1.5","300","5","3","3","1","176","294","5.486666666666666","1.210322019973796","100.46507174856765"
"6","1.5","300","5","3","3","1","318","298","7.24","1.0555801819775683","151.60763137877154"
"7","1.5","300","5","3","3","1","306","294","6.306666666666667","1.1252402841872886","47.12712673449799"
"5","1.5","300","5","3","3","1","317","296","7.326666666666667","1.091222090546341","24.809636771590075"
"8","1.5","300","5","3","3","1","177","294","5.6","1.1924267057835523","96.68612362918621"
"6","1.5","300","5","3","3","1","319","298","7.153333333333333","1.0334114144783366","152.07735143919078"
"7","1.5","300","5","3","3","1","307","295","6.446666666666666","1.1213161019252977","46.993571435581494"
"5","1.5","300","5","3","3","1","318","296","7.44","1.0672121417940945","18.809582026358573"
"8","1.5","300","5","3","3","1","178","294","5.713333333333333","1.1778317375064342","93.80754903713377"
"6","1.5","300","5","3","3","1","320","299","7.246666666666667","1.0260970761472108","150.49338046980048"
"7","1.5","300","5","3","3","1","308","295","6.613333333333333","1.1212013777893737","46.25466704386208"
"5","1.5","300","5","3","3","1","319","296","7.633333333333334","1.0620613971323478","18.769007001534806"
"8","1.5","300","5","3","3","1","179","296","5.786666666666667","1.176961805075217","95.25978883917917"
"6","1.5","300","5","3","3","1","321","299","7.226666666666667","1.0293532346976217","149.12510485664714"
"7","1.5","300","5","3","3","1","309","293","6.706666666666667","1.1283031832365655","44.58302044704812"
"5","1.5","300","5","3","3","1","320","295","7.733333333333333","1.0730715571316443","18.715818101743558"
"8","1.5","300","5","3","3","1","180","294","5.8","1.1741025651137136","95.43766757080712"
"6","1.5","300","5","3","3","1","322","297","7.246666666666667","1.0317682091033273","151.76471100099434"
"7","1.5","300","5","3","3","1","310","293","6.846666666666667","1.1350038358438745","43.91121485123368"
"5","1.5","300","5","3","3","1","321","295","7.92","1.0979673354465331","18.709603858632608"
"8","1.5","300","5","3","3","1","181","295","5.82","1.188706163873133","97.07259936240928"
"6","1.5","300","5","3","3","1","323","297","7.326666666666667","1.0353013278649394","149.20330255967843"
"7","1.5","300","5","3","3","1","311","295","6.8133333333333335","1.1534482663827104","43.52463268869307"
"5","1.5","300","5","3","3","1","322","294","7.946666666666666","1.0970475511113604","18.673342898237312"
"8","1.5","300","5","3","3","1","182","295","5.693333333333333","1.1938063644889805","95.62085836270104"
"6","1.5","300","5","3","3","1","324","297","7.486666666666666","1.049024095066222","148.38552127998068"
"7","1.5","300","5","3","3","1","312","295","6.706666666666667","1.1741482566972212","43.20883169630288"
"5","1.5","300","5","3","3","1","323","294","8.033333333333333","1.0949487102148512","18.91644777118291"
"6","1.5","300","5","3","3","1","325","297","7.626666666666667","1.0793507554585482","145.7525138142049"
"8","1.5","300","5","3","3","1","183","294","5.666666666666667","1.2025404348052784","95.54085169776255"
"7","1.5","300","5","3","3","1","313","295","6.666666666666667","1.1566222608337084","43.00102957589172"
"5","1.5","300","5","3","3","1","324","294","8.126666666666667","1.0829252848274824","18.766567665318814"
"6","1.5","300","5","3","3","1","326","297","7.826666666666667","1.0768065524764034","144.9284941123045"
"8","1.5","300","5","3","3","1","184","295","5.58","1.181492854291328","91.43928685253987"
"7","1.5","300","5","3","3","1","314","295","6.553333333333334","1.155305648314065","43.16389306599516"
"5","1.5","300","5","3","3","1","325","295","8.106666666666667","1.0848311950278833","18.389514952903962"
"7","1.5","300","5","3","3","1","315","295","6.466666666666667","1.1690701069810463","44.140792371635456"
"8","1.5","300","5","3","3","1","185","297","5.626666666666667","1.1596636820946897","90.33489686000823"
"5","1.5","300","5","3","3","1","326","295","8.286666666666667","1.0803804321564385","17.797588220163192"
"7","1.5","300","5","3","3","1","316","294","6.446666666666666","1.1826872830872364","45.12781598722838"
"8","1.5","300","5","3","3","1","186","297","5.56","1.1425264296473336","90.68779313029944"
"5","1.5","300","5","3","3","1","327","294","8.266666666666667","1.1104826862742418","17.93208746525395"
"6","1.5","300","5","3","3","1","327","297","8","1.0636367210166773","142.37214943112946"
"7","1.5","300","5","3","3","1","317","294","6.446666666666666","1.1742768707129358","45.00784601038402"
"8","1.5","300","5","3","3","1","187","297","5.54","1.147152630869139","91.03111005724095"
"7","1.5","300","5","3","3","1","318","294","6.3933333333333335","1.164279179091095","44.97264617091952"
"6","1.5","300","5","3","3","1","328","297","8.013333333333334","1.0543388691013265","142.24796014014393"
"5","1.5","300","5","3","3","1","328","294","8.14","1.1262452473497577","17.73877359514769"
"8","1.5","300","5","3","3","1","188","296","5.553333333333334","1.1571060274425264","89.80262625931844"
"7","1.5","300","5","3","3","1","319","296","6.406666666666666","1.1329613135169436","44.726216789305475"
"6","1.5","300","5","3","3","1","329","298","7.94","1.0620624214933372","139.56799360116503"
"8","1.5","300","5","3","3","1","189","295","5.573333333333333","1.1837611667961576","84.90956040713876"
"5","1.5","300","5","3","3","1","329","294","8.086666666666666","1.1140227687407263","17.520078881419778"
"7","1.5","300","5","3","3","1","320","296","6.52","1.0929435567365593","44.69316453584602"
"6","1.5","300","5","3","3","1","330","298","7.693333333333333","1.0539514675018258","139.5010306756798"
"8","1.5","300","5","3","3","1","190","295","5.68","1.2062141062603389","83.45930104454577"
"7","1.5","300","5","3","3","1","321","296","6.673333333333333","1.0926464851289148","44.483603622060784"
"5","1.5","300","5","3","3","1","330","294","8.046666666666667","1.1163346861462935","17.50014561361256"
"6","1.5","300","5","3","3","1","331","299","7.44","1.0487053094794847","139.48236998578662"
"5","1.5","300","5","3","3","1","331","294","7.886666666666667","1.1103592173701622","17.408463482318826"
"8","1.5","300","5","3","3","1","191","296","5.7","1.205004100169179","81.69830201094528"
"7","1.5","300","5","3","3","1","322","297","6.6066666666666665","1.1126863806772578","44.28778772426821"
"6","1.5","300","5","3","3","1","332","299","7.28","1.0578165061947953","136.97063990461146"
"5","1.5","300","5","3","3","1","332","294","7.6466666666666665","1.1349132336740069","16.96945383765664"
"8","1.5","300","5","3","3","1","192","296","5.773333333333333","1.2184734329660838","81.65844112627008"
"7","1.5","300","5","3","3","1","323","297","6.52","1.1356537187598215","43.21704961795305"
"6","1.5","300","5","3","3","1","333","299","7.226666666666667","1.052406961719879","139.08828906570292"
"5","1.5","300","5","3","3","1","333","296","7.46","1.1525963053629706","16.475830046680265"
"8","1.5","300","5","3","3","1","193","296","5.873333333333333","1.219549153222052","83.78733819110911"
"6","1.5","300","5","3","3","1","334","299","7.3","1.0301038271168546","140.0810674164164"
"7","1.5","300","5","3","3","1","324","295","6.406666666666666","1.1504982191483628","42.07531143679651"
"5","1.5","300","5","3","3","1","334","296","7.306666666666667","1.1702968626705295","16.18309812533031"
"8","1.5","300","5","3","3","1","194","296","5.866666666666666","1.2091848387050244","88.80953293651099"
"7","1.5","300","5","3","3","1","325","294","6.273333333333333","1.183516691165981","40.57623547386479"
"6","1.5","300","5","3","3","1","335","298","7.306666666666667","1.0330194369149863","139.66591596345108"
"5","1.5","300","5","3","3","1","335","296","7.16","1.1632419774043805","15.999204237224653"
"8","1.5","300","5","3","3","1","195","296","5.973333333333334","1.205094663522213","85.43080269860701"
"7","1.5","300","5","3","3","1","326","294","6.193333333333333","1.2036221793246766","39.78642374087727"
"6","1.5","300","5","3","3","1","336","298","7.36","1.0681666279591049","137.52502851864634"
"7","1.5","300","5","3","3","1","327","293","6.126666666666667","1.2397292439234835","38.143203721766355"
"8","1.5","300","5","3","3","1","196","296","6.066666666666666","1.1806383342230946","83.8377341985453"
"5","1.5","300","5","3","3","1","336","297","7.16","1.1324059221672678","15.29682736173454"
"6","1.5","300","5","3","3","1","337","298","7.1066666666666665","1.077490954104711","143.56603014221838"
"7","1.5","300","5","3","3","1","328","293","6.013333333333334","1.2368666760145044","37.457893154784955"
"8","1.5","300","5","3","3","1","197","295","6.246666666666667","1.1492710273328488","85.71562579156111"
"5","1.5","300","5","3","3","1","337","297","7.08","1.1118770147662307","15.013809071494238"
"6","1.5","300","5","3","3","1","338","297","7.02","1.077720229432519","142.91191163470566"
"7","1.5","300","5","3","3","1","329","294","5.96","1.2322123830025145","37.27030688359425"
"5","1.5","300","5","3","3","1","338","297","7.086666666666667","1.1205535807383553","15.116070144683734"
"6","1.5","300","5","3","3","1","339","298","6.946666666666666","1.0828826212444929","144.43721112569082"
"8","1.5","300","5","3","3","1","198","295","6.3133333333333335","1.1434887594586336","80.56584717949772"
"6","1.5","300","5","3","3","1","340","299","6.84","1.0843581992527092","142.87566601583396"
"5","1.5","300","5","3","3","1","339","297","7.213333333333333","1.1365187157640995","15.544831623540306"
"7","1.5","300","5","3","3","1","330","294","6","1.2197832384289204","38.064398017946296"
"8","1.5","300","5","3","3","1","199","295","6.346666666666667","1.1424840549666513","82.3720724468086"
"6","1.5","300","5","3","3","1","341","299","6.8133333333333335","1.0799464838536421","140.61167708396616"
"5","1.5","300","5","3","3","1","340","297","7.22","1.1295448823502","15.277094597539998"
"7","1.5","300","5","3","3","1","331","293","5.993333333333333","1.220015361912084","37.92617741984482"
"8","1.5","300","5","3","3","1","200","295","6.413333333333333","1.1465823498186458","87.49016685223023"
"6","1.5","300","5","3","3","1","342","299","6.8133333333333335","1.0862613178166307","144.18595115481077"
"5","1.5","300","5","3","3","1","341","297","7.213333333333333","1.1164938587480426","15.013922013932012"
"7","1.5","300","5","3","3","1","332","292","6.06","1.2428649815255357","37.736403594560265"
"8","1.5","300","5","3","3","1","201","295","6.486666666666666","1.1564216544775383","87.47051418981337"
"6","1.5","300","5","3","3","1","343","299","6.78","1.0881810525410203","142.2559214260632"
"5","1.5","300","5","3","3","1","342","298","7.233333333333333","1.1021448549793076","14.91664262940621"
"7","1.5","300","5","3","3","1","333","292","6.093333333333334","1.2450848412212279","37.060538347333534"
"8","1.5","300","5","3","3","1","202","295","6.413333333333333","1.14908183665179","80.4461240224486"
"7","1.5","300","5","3","3","1","334","293","6.06","1.2534885058663638","36.50659860048815"
"6","1.5","300","5","3","3","1","344","299","6.8","1.0852918899255863","141.1996450218712"
"5","1.5","300","5","3","3","1","343","298","7.193333333333333","1.0950341381267825","15.071847496155643"
"8","1.5","300","5","3","3","1","203","295","6.486666666666666","1.1359027161960105","78.43739117308488"
"7","1.5","300","5","3","3","1","335","293","6.08","1.2396979268016246","36.00175982115651"
"6","1.5","300","5","3","3","1","345","299","6.86","1.0829266959469361","138.5633148048415"
"5","1.5","300","5","3","3","1","344","298","7.126666666666667","1.1028693234879003","15.113145646384995"
"8","1.5","300","5","3","3","1","204","295","6.46","1.1445037967379665","83.98785898988531"
"7","1.5","300","5","3","3","1","336","293","6.133333333333334","1.2333426926741322","35.563104749105754"
"6","1.5","300","5","3","3","1","346","299","6.88","1.0598772420217937","135.54465594741242"
"8","1.5","300","5","3","3","1","205","295","6.586666666666667","1.1452397566333934","74.36568862979779"
"5","1.5","300","5","3","3","1","345","298","7.1","1.117681035590445","15.208351294997572"
"7","1.5","300","5","3","3","1","337","292","6.253333333333333","1.187658717215071","35.09962371958957"
"6","1.5","300","5","3","3","1","347","299","7.073333333333333","1.0171047947116978","137.04763204148554"
"8","1.5","300","5","3","3","1","206","295","6.773333333333333","1.1340781741879362","80.36328887728341"
"5","1.5","300","5","3","3","1","346","298","7.12","1.1203347192813375","15.08683081763357"
"6","1.5","300","5","3","3","1","348","300","7.14","1.0165475336402596","138.48092036506495"
"7","1.5","300","5","3","3","1","338","294","6.3533333333333335","1.1498049997291275","33.63332002131181"
"8","1.5","300","5","3","3","1","207","294","6.753333333333333","1.1275630568429105","78.43395997845487"
"5","1.5","300","5","3","3","1","347","298","7.086666666666667","1.1144855131278062","14.926348156616463"
"6","1.5","300","5","3","3","1","349","300","7.193333333333333","1.0482017639388517","139.7498457985163"
"7","1.5","300","5","3","3","1","339","296","6.453333333333333","1.1136937399924627","34.91424203435979"
"8","1.5","300","5","3","3","1","208","294","6.773333333333333","1.1367167241297094","80.23693380323333"
"5","1.5","300","5","3","3","1","348","298","6.98","1.1233657672018842","14.814539990836144"
"6","1.5","300","5","3","3","1","350","300","7.1066666666666665","1.0536292757627683","137.56786915194584"
"7","1.5","300","5","3","3","1","340","296","6.553333333333334","1.1299632708249048","34.95217005777236"
"8","1.5","300","5","3","3","1","209","294","6.746666666666667","1.15626295374886","81.96876680156073"
"5","1.5","300","5","3","3","1","349","298","7","1.1368538682238212","14.570484152717073"
"6","1.5","300","5","3","3","1","351","300","6.986666666666666","1.04639838727367","140.3662102950849"
"7","1.5","300","5","3","3","1","341","296","6.62","1.1340253012509507","34.87984369287395"
"8","1.5","300","5","3","3","1","210","294","6.713333333333333","1.1561672745839162","78.04843784827433"
"5","1.5","300","5","3","3","1","350","298","6.986666666666666","1.1386328861903787","14.312791426948055"
"6","1.5","300","5","3","3","1","352","298","6.88","1.0465587777789396","139.18115304244486"
"7","1.5","300","5","3","3","1","342","293","6.753333333333333","1.1351182025838655","33.46949774831921"
"8","1.5","300","5","3","3","1","211","294","6.66","1.141746168082914","74.06202317098023"
"5","1.5","300","5","3","3","1","351","298","7.033333333333333","1.1222691611410134","13.95849653649188"
"6","1.5","300","5","3","3","1","353","299","6.926666666666667","1.054365394898771","142.20357240707534"
"7","1.5","300","5","3","3","1","343","294","6.86","1.124770978330273","33.0365166074028"
"8","1.5","300","5","3","3","1","212","294","6.566666666666666","1.1404685270774446","76.21571969425408"
"5","1.5","300","5","3","3","1","352","298","7.166666666666667","1.0987898405851864","13.63744484674476"
"7","1.5","300","5","3","3","1","344","294","6.846666666666667","1.121776334715638","32.660479993692356"
"6","1.5","300","5","3","3","1","354","299","7.046666666666667","1.0317691253398449","142.7682683509321"
"5","1.5","300","5","3","3","1","353","298","7.2","1.0674422341292704","13.7234099906767"
"8","1.5","300","5","3","3","1","213","294","6.52","1.1637658794802248","76.35674601511606"
"7","1.5","300","5","3","3","1","345","295","6.82","1.1354679272275983","32.17846371096838"
"6","1.5","300","5","3","3","1","355","299","7.133333333333334","1.0113828755609502","146.3992507117898"
"5","1.5","300","5","3","3","1","354","299","7.24","1.051860278658063","13.725507501593151"
"8","1.5","300","5","3","3","1","214","294","6.526666666666666","1.1635388283032155","74.42860835538735"
"7","1.5","300","5","3","3","1","346","294","6.82","1.1445830468820433","31.797545250595768"
"6","1.5","300","5","3","3","1","356","299","7.1866666666666665","1.0311400235876191","144.4795426263044"
"5","1.5","300","5","3","3","1","355","299","7.36","1.0603300143553382","13.526921838735525"
"8","1.5","300","5","3","3","1","215","294","6.586666666666667","1.1381607160044933","70.22041777756024"
"6","1.5","300","5","3","3","1","357","299","7.16","1.0417941259582484","146.21788832089337"
"7","1.5","300","5","3","3","1","347","294","6.793333333333333","1.1372001725605903","31.680673411070085"
"5","1.5","300","5","3","3","1","356","299","7.406666666666666","1.0701078462730098","13.436931149693876"
"8","1.5","300","5","3","3","1","216","294","6.773333333333333","1.1086759485748485","70.24344569714178"
"6","1.5","300","5","3","3","1","358","299","7.086666666666667","1.0624556683285773","143.61013744078645"
"7","1.5","300","5","3","3","1","348","295","6.886666666666667","1.127823262032464","29.998228977107914"
"5","1.5","300","5","3","3","1","357","299","7.433333333333334","1.0733679727722998","13.114344816067685"
"8","1.5","300","5","3","3","1","217","293","6.92","1.0960013285027894","68.14688232194337"
"6","1.5","300","5","3","3","1","359","299","6.96","1.074175375663168","144.7447518091465"
"7","1.5","300","5","3","3","1","349","295","6.8133333333333335","1.1259146408957947","29.790943834604544"
"5","1.5","300","5","3","3","1","358","299","7.466666666666667","1.0707294253521638","12.940356850539063"
"8","1.5","300","5","3","3","1","218","293","7.126666666666667","1.09342323767799","70.74974220589426"
"7","1.5","300","5","3","3","1","350","296","6.866666666666666","1.1190449177703508","29.557375550471807"
"6","1.5","300","5","3","3","1","360","299","6.92","1.0783351531722933","146.33334011485636"
"5","1.5","300","5","3","3","1","359","299","7.56","1.0513098869447666","12.897539187902431"
"8","1.5","300","5","3","3","1","219","293","7.266666666666667","1.091883538160667","72.98361483965307"
"7","1.5","300","5","3","3","1","351","296","6.84","1.101219799971849","29.20438209206641"
"6","1.5","300","5","3","3","1","361","299","6.913333333333333","1.0731036984385443","147.606016482306"
"5","1.5","300","5","3","3","1","360","298","7.613333333333333","1.031152280967076","12.961204646806499"
"8","1.5","300","5","3","3","1","220","292","7.406666666666666","1.092958867730989","78.90919599081086"
"7","1.5","300","5","3","3","1","352","297","6.886666666666667","1.0765376761124792","29.014421649882202"
"6","1.5","300","5","3","3","1","362","299","6.98","1.0620071183544961","145.00058211314592"
"5","1.5","300","5","3","3","1","361","298","7.68","1.0318799098001679","13.091345377223158"
