"BehaviorSpace results (NetLogo 5.3)"
"BusinessInvestor.nlogo"
"vary-vision-and-investors"
"02/18/2016 09:01:54:816 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","failure-max","turtle-coloring-mode","vision-mode","failure-min","color-patches-by","num-investors","sense-radius","max-ticks","[step]","mean-wealth"
"721","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","144872.42624111616"
"723","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","183631.4717971478"
"722","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","159251.37427289793"
"724","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","162331.0927104276"
"725","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","174689.469108909"
"726","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","169029.5127219545"
"727","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","154563.59935775693"
"728","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","148403.1292219552"
"729","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","146987.0130740871"
"730","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","142862.97668192198"
"731","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","164017.28912855734"
"732","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","145368.0785911934"
"733","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","164473.02877070557"
"734","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","167023.01048057387"
"735","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","160511.15231969292"
"736","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","150489.79494372467"
"737","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","159444.29097123112"
"738","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","126635.29912831416"
"739","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","145831.76647227808"
"740","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","150741.61506284805"
"741","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","159157.55192249888"
"742","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","157781.2151043435"
"743","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","189428.8145869321"
"744","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","159519.96366759168"
"745","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","166083.90480363555"
"746","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","158716.0051825279"
"747","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","148308.16555364412"
"748","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","170285.8246849831"
"749","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","168682.37348724867"
"750","0.1","""red""","""radius""","0.01","""exp utility""","30","2","25","24","162337.11263578918"
"752","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","168549.874535941"
"751","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","161332.56216997287"
"753","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","152253.30613677032"
"754","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","162287.17457280992"
"755","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","173381.25133715334"
"756","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","182576.86587383904"
"757","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","147623.26281549645"
"758","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","148919.20834874132"
"759","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","150996.987071815"
"760","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","169902.8794728546"
"761","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","190303.26272553732"
"762","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","167049.89526540047"
"763","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","173023.65857345404"
"764","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","158255.45262110105"
"765","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","172635.5761895665"
"766","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","186411.4886779622"
"767","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","178287.00649349243"
"768","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","182978.89393744624"
"769","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","157204.62229276035"
"770","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","148640.93664776385"
"771","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","164585.20082701236"
"772","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","173784.27999819256"
"773","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","158042.49605596394"
"774","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","158583.75661274962"
"775","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","174571.0723318161"
"776","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","178077.2437863561"
"777","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","141769.25945122307"
"778","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","168851.40471177272"
"779","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","179924.71267431357"
"780","0.1","""red""","""radius""","0.01","""exp utility""","30","3","25","24","163101.22291388933"
"781","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","169107.84871129447"
"782","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","152998.23412388208"
"783","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","149851.3745468519"
"784","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","183068.2551162454"
"785","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","157164.19383905537"
"786","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","142620.24923155288"
"787","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","149123.36097869632"
"788","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","170506.19450919752"
"789","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","167055.0208481544"
"790","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","168033.13805649182"
"791","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","170908.73775571445"
"792","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","169251.880589533"
"793","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","185794.7768973987"
"794","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","172267.52041527125"
"795","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","176421.23741971003"
"796","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","146315.47632635903"
"797","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","178507.15299069436"
"798","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","151067.9462477988"
"799","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","156072.27719351288"
"801","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","160462.11680676733"
"800","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","173405.6647818342"
"802","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","143931.69233417828"
"803","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","152369.55587870974"
"804","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","172887.36986263568"
"805","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","156110.90008949913"
"806","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","167997.71257100446"
"807","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","164227.51447368835"
"808","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","159423.54369919928"
"809","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","187976.93891169038"
"810","0.1","""red""","""radius""","0.01","""exp utility""","30","4","25","24","178761.27660487307"
"811","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","195563.8408869743"
"812","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","152945.7528702587"
"814","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","160416.9302223205"
"813","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","161563.94517536229"
"815","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","163902.9030945938"
"816","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","176730.53531305588"
"817","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","154411.51965745437"
"818","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","150191.1725248265"
"819","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","191590.93454945803"
"820","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","161815.8006176043"
"821","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","156172.24900220093"
"822","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","170263.2315237325"
"823","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","162865.19506732147"
"825","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","156111.83560241474"
"824","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","180610.98189588852"
"826","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","177158.46869954246"
"827","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","156254.30051799587"
"829","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","164715.39176711792"
"828","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","191585.09344165708"
"830","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","159094.59035748366"
"831","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","165536.94692452915"
"832","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","176447.2059653635"
"833","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","162265.56288513177"
"834","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","160142.60089509518"
"835","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","184078.29866737296"
"836","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","159736.93470752987"
"837","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","171680.32987205737"
"838","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","177769.02599574262"
"839","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","182176.43400699773"
"840","0.1","""red""","""radius""","0.01","""exp utility""","30","5","25","24","143006.73587472335"
"841","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","173940.846714551"
"842","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","149001.97555205654"
"843","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","180703.37454098117"
"844","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","178065.8099946038"
"845","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","167332.39205444418"
"846","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","165975.87926998927"
"847","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","170917.274241178"
"848","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","171515.58451415683"
"849","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","138795.02003708945"
"850","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","184682.24525253198"
"851","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","160350.42830501596"
"852","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","156783.46982785355"
"853","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","160710.9606529373"
"854","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","169541.95443020237"
"855","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","164959.0266683894"
"856","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","162164.73871079643"
"857","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","174278.9989381013"
"858","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","175795.7335231559"
"859","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","154217.96746593073"
"860","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","158737.1867934596"
"861","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","165358.4928591516"
"862","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","147794.74593027675"
"863","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","159122.55759161155"
"864","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","164763.96312679086"
"865","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","176037.5162471343"
"866","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","183296.7783146695"
"867","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","155390.2818796931"
"868","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","153796.14596085734"
"869","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","166306.90557560098"
"870","0.1","""red""","""radius""","0.01","""exp utility""","30","6","25","24","153637.48685761433"
"871","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","167116.30445176695"
"872","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","168929.1374170486"
"873","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","169999.9922383764"
"874","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","189881.66488826412"
"875","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","174746.38665605878"
"876","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","152792.2708882959"
"877","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","178984.44228158146"
"878","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","168445.91574089104"
"879","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","147406.11002071918"
"880","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","174494.2844518446"
"881","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","171932.56475405494"
"882","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","159001.11978568413"
"883","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","168222.74992810236"
"884","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","180013.20842244526"
"885","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","189211.1189393549"
"886","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","180874.65556760418"
"887","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","164475.6243864709"
"888","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","158938.7925306869"
"889","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","165254.40098335588"
"890","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","144776.207364981"
"892","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","172869.76180038232"
"891","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","160984.08265110877"
"893","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","180808.557178206"
"894","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","170069.0179280526"
"895","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","152723.20009428277"
"896","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","169675.9871960668"
"897","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","179269.81830597259"
"899","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","160816.13126117177"
"898","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","150676.1576072446"
"900","0.1","""red""","""radius""","0.01","""exp utility""","30","7","25","24","150398.12502760685"
"901","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","172159.28862132868"
"902","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","154817.4539289124"
"903","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","165818.30364321513"
"904","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","168209.82622898513"
"905","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","177106.28203362896"
"906","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","184206.74436864522"
"908","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","177667.3897614733"
"907","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","182727.39973069524"
"909","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","139010.5226809739"
"910","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","156627.18927205735"
"911","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","161279.65106207656"
"912","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","166546.99504047426"
"913","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","180966.11049890387"
"914","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","175469.21214149898"
"915","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","151651.52023061132"
"916","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","152611.66244537078"
"917","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","174176.02604958185"
"918","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","152465.5435340448"
"919","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","160993.82039376436"
"920","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","164944.09408564668"
"921","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","154125.5472433101"
"922","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","181169.28447640763"
"923","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","146520.5787595989"
"924","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","193419.61250036702"
"925","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","178474.2550405254"
"926","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","160279.55076090127"
"927","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","194685.03119546565"
"928","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","193173.8205914381"
"929","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","189183.31565140522"
"930","0.1","""red""","""radius""","0.01","""exp utility""","30","8","25","24","160767.63320496737"
"931","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","169581.76511913753"
"932","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","164139.46005054138"
"933","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","187424.71058192427"
"934","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","149554.28643989697"
"935","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","194137.2798697267"
"937","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","182537.2585546589"
"936","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","183242.54425391596"
"938","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","168491.12862768912"
"939","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","148433.29685061815"
"941","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","172535.88080436486"
"940","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","188973.4292350158"
"942","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","165041.3634181465"
"943","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","191414.50373363073"
"945","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","188739.75733905289"
"944","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","162632.93890033572"
"946","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","183242.98324352506"
"947","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","169497.02006797938"
"949","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","176639.3698991973"
"948","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","188930.08313391224"
"950","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","160623.52665135785"
"951","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","152830.3292136509"
"952","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","146011.8098905376"
"953","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","144423.72675097786"
"954","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","177829.15681949668"
"955","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","140204.0349033775"
"956","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","181697.71827252535"
"957","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","187928.71748100081"
"958","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","169098.86467206918"
"959","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","149822.50707274946"
"960","0.1","""red""","""radius""","0.01","""exp utility""","30","9","25","24","171209.24084479007"
"961","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","147768.7504569137"
"962","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","171015.45503144464"
"963","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","172617.30872307048"
"964","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","164354.7985144092"
"965","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","169528.26350139402"
"966","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","192141.08882423167"
"967","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","178447.6131685103"
"968","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","186418.12208253852"
"969","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","173192.69920782602"
"970","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","175077.9152136695"
"971","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","180122.0786231427"
"972","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","160992.2077936769"
"973","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","174480.35578919484"
"974","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","161480.895439169"
"975","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","178900.16021347645"
"977","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","166298.60843664513"
"976","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","183122.885326368"
"978","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","145738.4320794413"
"979","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","154347.46453054817"
"981","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","174420.04321929978"
"980","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","145349.50702671515"
"982","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","192857.54723129247"
"983","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","164757.6900961284"
"985","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","188181.6334348506"
"984","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","163881.01896720924"
"986","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","162616.29389359272"
"987","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","166118.90610978735"
"991","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","66184.74720803821"
"988","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","147416.2478440592"
"989","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","179845.42352071885"
"990","0.1","""red""","""radius""","0.01","""exp utility""","30","10","25","24","154535.82811442172"
"992","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","66561.38353817929"
"993","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","80862.67198982756"
"994","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","84743.67189798076"
"995","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","63729.68454193254"
"996","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","102184.8442345932"
"997","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","72837.51655968069"
"999","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","92732.78703251791"
"998","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","67414.75520035089"
"1000","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","101607.86035007893"
"1001","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","81642.5638221919"
"1002","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","58884.91504360157"
"1003","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","75616.36112071772"
"1004","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","68463.92072298874"
"1005","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","104943.55615169174"
"1006","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","62888.87979651545"
"1007","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","72653.27321948364"
"1008","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","61174.36653098477"
"1009","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","72444.25662240214"
"1010","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","55731.42946953039"
"1011","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","75164.40304257986"
"1012","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","69689.71457668781"
"1013","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","79855.0764821397"
"1014","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","63649.488374776425"
"1015","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","84880.49929695556"
"1016","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","79996.48254289434"
"1017","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","65244.27630643973"
"1018","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","80281.65514487473"
"1019","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","76599.50439635376"
"1020","0.1","""red""","""radius""","0.01","""exp utility""","40","0","25","24","71620.27745065579"
"1021","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","124982.61452028088"
"1022","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","128446.66868371838"
"1023","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","169126.19080016515"
"1025","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","141401.68964081968"
"1024","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","143193.9985440114"
"1026","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","147708.6075991725"
"1027","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","151410.81853975044"
"1028","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","139611.4913211858"
"1029","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","143173.00080969493"
"1030","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","146992.65701208357"
"1031","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","142856.49269913998"
"1032","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","145650.75007433406"
"1033","0.1","""red""","""radius""","0.01","""exp utility""","40","1","25","24","127636.72584466112"
