"BehaviorSpace results (NetLogo 5.3)"
"BusinessInvestor_for_ch_11.nlogo"
"vary-profit"
"02/23/2016 04:29:22:553 -0600"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","18","0","18"
"[run number]","max-ticks","vision-mode","sense-radius","failure-min","risk-multiplier","color-patches-by","num-investors","profit-multiplier","failure-max","turtle-coloring-mode","[step]","mean [wealth] of turtles","mean [profit] of turtles","mean [p-failure] of turtles"
"175","25","""neighbors""","10","0.01","1","""exp utility""","100","0.9","0.1","""wealth""","24","126850.99510640699","6667.656256023402","0.028919801307156476"
"176","25","""neighbors""","10","0.01","1","""exp utility""","100","0.9","0.1","""wealth""","24","102897.03565590955","6384.480133097389","0.03427749003325178"
"178","25","""neighbors""","10","0.01","1","""exp utility""","100","0.9","0.1","""wealth""","24","110430.44596363092","6667.393331398519","0.035611235206692717"
"179","25","""neighbors""","10","0.01","1","""exp utility""","100","0.9","0.1","""wealth""","24","107957.5016849295","6621.104788048013","0.036885826025036435"
"177","25","""neighbors""","10","0.01","1","""exp utility""","100","0.9","0.1","""wealth""","24","119006.30922911389","6775.961786307774","0.03474368139808809"
"180","25","""neighbors""","10","0.01","1","""exp utility""","100","0.9","0.1","""wealth""","24","116247.4988600539","6556.528008444052","0.033594351136166996"
"181","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","113423.52723248045","6672.245367067295","0.033639660171233716"
"182","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","120617.74079029048","7050.777859646021","0.033302011151458054"
"183","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","125137.11714669484","7193.802547024932","0.033177682368409636"
"184","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","121461.408181506","6941.816623912945","0.034220758025734176"
"186","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","131412.58648798193","7167.6273056759555","0.032675954180969496"
"185","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","110685.17668894712","6814.507980243315","0.033816876023136044"
"187","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","115365.77199316","6958.886746626717","0.033257217742996774"
"188","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","138444.36583191896","7032.695781225789","0.027654592712200596"
"189","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","118055.52943542745","7241.638122934532","0.04049260321015786"
"190","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","122947.56686999158","7254.188474082945","0.030883122816795155"
"192","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","120218.5965193408","6986.08632909424","0.03366720872467654"
"191","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","124303.86624614753","7378.344791605332","0.030487532582066025"
"194","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","118412.20428364916","6721.46522569969","0.032642229290912435"
"193","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","124460.04618169757","6805.589917238772","0.030734485085550867"
"195","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","116564.9959889484","6881.204636334195","0.03363948749278237"
"196","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","118251.6047927128","7078.630599779144","0.032829853284342965"
"197","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","124705.0897776519","6407.224800437923","0.03123898498008169"
"199","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","132503.5822945447","7050.503976883925","0.036394085759159416"
"198","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","130634.68510654315","7099.723716882815","0.03394356953535768"
"203","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","122935.9598216199","7205.236841066999","0.031482881868122724"
"200","25","""neighbors""","10","0.01","1","""exp utility""","100","0.95","0.1","""wealth""","24","132313.3410016965","6850.721272946073","0.03183891674230005"
"201","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","127000.07732820779","6976.627347080993","0.030916138949755197"
"202","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","125227.88878611973","7489.103689389144","0.0356508631070324"
"205","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","124053.80451298383","7287.002929052137","0.033652442919910625"
"206","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","126973.23809812476","7299.335789587199","0.03638410064777118"
"207","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","123900.25853902302","7473.097281273387","0.03403978101813675"
"204","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","136206.09477818068","7316.373877356832","0.030210747761397757"
"209","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","129712.70355877903","7326.216769589593","0.03441412742933096"
"211","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","123479.50638272258","7363.434358023834","0.03404760721472468"
"208","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","124156.31090517927","7494.489302262322","0.029296930730854244"
"210","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","134954.60724084353","7249.196342528975","0.03202158839212685"
"212","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","125955.5267093558","7344.253184457014","0.03278142363651277"
"213","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","138166.41861486685","7360.477108279028","0.032064292016060224"
"215","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","127679.31263705013","7439.826973151325","0.0325132033760189"
"214","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","137974.45810294722","7485.238569098278","0.034252300443410225"
"216","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","131164.7002789465","7408.922607741967","0.03147741344121801"
"218","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","132114.73324318542","6950.357979396941","0.031068096472243022"
"219","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","136872.4478660238","7477.931480538945","0.030869882919118477"
"220","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","133098.66370888904","7571.074806864041","0.03413277362175927"
"217","25","""neighbors""","10","0.01","1","""exp utility""","100","1","0.1","""wealth""","24","128273.44453067094","7116.087243189297","0.03290924534723699"
